OBJECTID,ID,ישוב,שימוש עיקרי,אוכלוסיה ב-2018,שטח מטר רבוע,סוג אזור,USETYPECOD,הרוגים,פצועים קשה,פצועים קל,הולכי רגל שנפגעו,נפגעים בגילאי 0-19,נפגעים בגילאי 20-64,נפגעים בגילאי 65 ומעלה,סהכ נפגעים,סהכ נהגים מעורבים,אופנועים,משאיות מעל 3.5 טון,אופניים,רכבים פרטיים,סהכ כלי רכב מעורבים,Shape_Length,Shape_Area,סהכ תאונות,תאונות לקילומטר רבוע,CITYCODE
2317,1310,הר רפאים,שטח פתוח,0,6652587,פנאי/טבע/ספורט,3,0,4,38,0,14,28,0,42,31,3,1,0,22,31,16203.04971,6652587.025,17,2.555396861,
2318,261,גבעתיים,מגורים,5521,230031,מגורים,1,0,4,17,9,2,10,7,21,30,6,2,0,17,30,2096.952643,230031.4738,19,82.59739282,6300
2319,1936,נוף הגליל,מתחם ציבורי,45,511276,מוסדי/ציבורי,2,0,5,99,5,17,78,7,104,91,9,0,0,71,91,3847.619033,511276.2014,45,88.01504915,1061
2320,903,מגשימים,מגורים,1068,3723253,מגורים,1,0,3,19,3,3,14,5,22,23,2,0,0,19,23,12265.8273,3723253.343,13,3.491570087,
2321,1554,עין ראפה עין נקובא,מגורים,4667,2747323,מגורים,1,1,1,23,1,4,21,0,25,24,1,2,0,15,24,7442.968072,2747323.422,11,4.003896998,
2322,2515,שובל,מגורים,802,6688644,מגורים,1,0,0,8,0,3,5,0,8,2,0,0,0,2,2,12455.00341,6688644.023,1,0.149507134,
2323,761,אשדוד,מגורים,8001,1137055,מגורים,1,2,13,168,33,33,117,27,183,185,13,3,3,130,185,4454.723875,1137055.037,102,89.70542028,70
2324,2133,יראון ברעם דובב אביבים,מגורים,1964,31694913,מגורים,1,1,0,3,0,0,4,0,4,5,1,1,0,1,5,34544.07492,31694912.78,3,0.094652414,
2325,1403,בית שמש רמת הנביאים (ג'1) דרום,לא ידוע,0,438215,עתידי/לא ידוע,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3298.477998,438215.2125,0,0,
2326,354,הוד השרון,מגורים,6326,414655,מגורים,1,0,5,28,17,4,22,7,33,43,7,0,0,31,43,2830.820709,414655.3846,29,69.93759416,9700
2327,2045,חורפיש,מגורים,3793,3963124,מגורים,1,0,0,2,0,0,2,0,2,2,0,0,0,1,2,9147.144353,3963124.228,1,0.252326181,496
2328,996,רמת גן,בית חולים,110,801432,מוסדי/ציבורי,2,0,0,8,0,0,7,1,8,10,2,0,0,7,10,4718.09971,801431.5407,5,6.238836065,8600
2329,1663,עתניאל שמעה,מגורים,1751,37146421,מגורים,1,3,5,21,1,6,22,0,29,17,0,0,0,13,17,51019.07613,37146420.64,9,0.242284447,
2330,2352,לביא,תעשיה,0,17194245,תעשיה/מסחר/מתקנים,4,0,3,89,2,17,64,9,92,56,0,5,1,47,56,20656.83074,17194244.61,24,1.395815899,
2331,614,רמלה,מגורים+ פנאי ונופש,753,284649,מגורים,1,0,0,13,7,3,6,4,13,11,0,0,0,9,11,2420.5114,284649.2827,10,35.13095099,8500
2332,1240,גן חיות,פנאי ונופש,0,783804,פנאי/טבע/ספורט,3,0,1,7,3,3,5,0,8,9,1,0,0,8,9,6943.081692,783803.9084,6,7.654975863,
2333,2612,גברעם יד מרדכי מבקיעים זיקים כרמייה נתיב העשרה,מגורים,4030,69745554,מגורים,1,4,13,122,1,27,96,14,139,111,3,2,0,96,111,41884.57326,69745554.22,55,0.788580729,
2334,207,רמת גן,מגורים,9843,475411,מגורים,1,2,4,35,13,7,28,6,41,56,9,1,0,37,56,2781.131015,475411.3318,32,67.31013306,8600
2335,1882,רכסים,מגורים,6055,672393,מגורים,1,0,1,6,2,4,2,1,7,7,0,0,0,4,7,4300.657106,672392.9738,4,5.948902139,922
2336,833,יד חנה בת חפר,מגורים,6268,6719969,מגורים,1,3,2,56,0,3,52,6,61,50,3,7,1,28,50,11410.42003,6719968.534,21,3.125014633,
2337,2205,עפולה,תעשיה,0,521641,תעשיה/מסחר/מתקנים,4,0,1,4,2,0,5,0,5,6,1,0,0,4,6,3662.018014,521641.4129,4,7.66810284,7700
2338,1475,גני מודיעין,מגורים,2489,633948,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3466.459141,633948.302,0,0,
2339,426,פתח תקווה,מגורים,4649,359154,מגורים,1,0,2,24,10,2,16,6,26,38,5,0,1,26,38,2736.726315,359153.775,23,64.03942156,7900
2340,1093,ירושלים,מגורים,2738,348922,מגורים,1,0,1,8,4,0,8,1,9,14,5,0,0,7,14,2781.39056,348922.2902,9,25.79370895,3000
2341,44,תל אביב - יפו,מגורים,11250,441422,מגורים,1,2,2,59,12,1,44,18,63,90,21,1,3,43,90,2666.692765,441422.105,53,120.0664838,5000
2342,1735,חיפה,מגורים,3523,415234,מגורים,1,0,0,2,0,0,2,0,2,4,0,0,0,4,4,3278.673909,415233.5026,2,4.816567034,4000
2343,686,נתניה,מגורים,5311,384424,מגורים,1,0,1,12,1,0,8,5,13,15,1,1,0,12,15,2808.812328,384424.1361,7,18.20905438,7400
2344,2298,בית אורן,מגורים,466,39024214,מגורים,1,1,1,40,0,4,35,3,42,38,1,2,0,32,38,39027.62496,39024214.04,21,0.53812743,
2345,1312,שמורת טבע נחל דולב - צפון מזרח,שמורת טבע,0,425795,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2655.134247,425794.845,0,0,
2346,279,יהוד,מגורים,3339,625573,מגורים,1,0,2,2,1,1,3,0,4,5,2,0,0,2,5,3807.485316,625573.4168,3,4.795600196,
2347,1954,שפרעם,מגורים,4191,834124,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5430.946153,834124.269,0,0,8800
2348,1572,עסירה א-שמאלייה,לא ידוע,0,54225351,עתידי/לא ידוע,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28601.06818,54225351.31,0,0,
2349,2533,קרית מלאכי,תעשיה,0,1122438,תעשיה/מסחר/מתקנים,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4700.915879,1122438.109,0,0,1034
2350,523,ראשון לציון,מגורים,9646,708568,מגורים,1,0,0,4,3,1,2,0,4,5,0,0,1,4,5,3699.708743,708567.7736,4,5.64519041,8300
2351,2151,אלמגור אמנון כרכום,מגורים,1235,33713333,מגורים,1,0,5,87,0,18,63,1,92,54,1,2,0,43,54,40900.57864,33713333.42,29,0.860193789,
2352,1165,ירושלים,מגורים,7946,428507,מגורים,1,0,5,40,23,10,26,6,45,45,7,1,1,27,45,3219.665487,428507.0641,33,77.0115659,3000
2353,372,רעננה,מגורים,6202,1048471,מגורים,1,0,1,42,4,10,27,5,43,44,5,0,2,31,44,4529.336958,1048471.016,25,23.8442452,8700
2354,1807,קרית ביאליק,בית עלמין,0,425479,מוסדי/ציבורי,2,0,1,13,0,4,9,1,14,14,1,2,0,10,14,3279.433262,425479.099,8,18.80233369,9500
2355,1014,רמת השרון,מגורים,3450,1581780,מגורים,1,3,10,29,2,0,35,7,42,67,16,1,0,36,67,5691.743039,1581779.544,33,20.86257856,2650
2356,2370,באר שבע,שטח פתוח,0,4722224,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10085.80551,4722223.623,0,0,9000
2357,616,רמלה,מגורים,4362,607542,מגורים,1,0,0,28,3,5,21,2,28,24,1,0,2,19,24,3310.587752,607541.8027,13,21.39770456,8500
2358,1258,ירושלים,מגורים,899,265442,מגורים,1,0,1,11,5,4,7,0,12,11,1,1,0,8,11,2862.425793,265441.5786,9,33.90576581,3000
2359,209,רמת גן,מגורים,7421,413334,מגורים,1,1,7,60,11,8,48,11,68,104,23,4,3,55,104,2926.565883,413333.9066,55,133.0643316,8600
2360,1900,נוף הגליל,תעשיה,0,3510243,תעשיה/מסחר/מתקנים,4,0,0,6,0,0,6,0,6,6,0,0,0,5,6,11289.48968,3510243.217,3,0.854641634,1061
2361,851,בצרה קרית שלמה בני ציון חרוצים,מגורים,3587,16285031,מגורים,1,3,11,10,1,1,22,1,24,40,11,1,6,17,40,22549.97141,16285030.78,22,1.350933891,
2362,2223,אום אל-פחם,מגורים,5886,11963547,מגורים,1,0,4,74,1,23,52,3,78,52,2,2,0,40,52,22307.9002,11963547.36,27,2.256855696,2710
2363,1493,כפר עציון מגדל עוז ראש צורים אלון שבות בת עין ומכללת הרצוג,מגורים+ מכללה אקדמאית,7348,18249421,מגורים,1,0,5,47,0,17,33,2,52,47,3,1,0,35,47,21791.32898,18249420.72,24,1.315110237,
2364,444,פתח תקווה,מגורים,2499,297311,מגורים,1,0,1,13,3,4,8,2,14,20,2,0,1,15,20,2546.134919,297311.1206,11,36.9982797,7900
2365,1111,ירושלים,מגורים,5733,515973,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2919.93019,515973.1739,0,0,3000
2366,62,תל אביב - יפו,בית חולים+מגורים,1116,123728,מגורים,1,0,0,7,2,0,5,2,7,12,3,0,0,8,12,1460.084659,123727.9993,7,56.5757148,5000
2367,1737,חיפה,אוניברסיטה,628,722308,מוסדי/ציבורי,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3508.705231,722308.4681,0,0,4000
2368,2442,באר שבע,שטח פתוח,0,5352078,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10491.41063,5352078.213,0,0,9000
2369,688,נתניה,מגורים,4262,270449,מגורים,1,2,1,34,6,9,19,9,37,32,2,0,0,26,32,2053.576007,270449.4696,19,70.25341934,7400
2370,2060,בענה,מגורים,8300,3494445,מגורים,1,0,4,164,1,38,123,6,168,124,4,2,0,103,124,9521.297436,3494445.122,53,15.1669287,483
2371,1330,גבע בנימין,מגורים,5525,3723859,מגורים,1,1,0,49,3,11,37,0,50,33,0,0,0,21,33,8530.044427,3723858.642,17,4.565157175,
2372,281,יהוד,מגורים,2518,373126,מגורים,1,0,4,15,4,0,14,4,19,24,2,1,0,17,24,2861.197987,373125.7168,12,32.16074224,
2373,1972,טמרה,מגורים,3518,1433279,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5334.784898,1433279.419,0,0,8900
2374,923,שילת כפר רות לפיד,מגורים,3468,6370932,מגורים,1,2,10,109,2,21,98,2,121,90,7,2,3,66,90,12238.49969,6370932.278,43,6.749404659,
2375,1590,ברקן קרית נטפים רבבה,מגורים,5238,7358133,מגורים,1,2,4,21,0,5,20,1,27,24,0,1,0,10,24,13312.33291,7358132.766,11,1.494944485,
2376,2551,חורה,מגורים,21559,8693625,מגורים,1,1,1,1,1,1,2,0,3,3,0,2,0,0,3,13614.48073,8693624.629,2,0.230053641,1303
2377,541,ראשון לציון,תעשיה,300,1079019,תעשיה/מסחר/מתקנים,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4352.789695,1079018.663,0,0,8300
2378,2153,ע'ג'ר,מגורים,2607,33807338,מגורים,1,1,6,52,0,14,43,2,59,36,0,1,1,26,36,33366.24845,33807338.23,19,0.562008161,
2379,1183,סיבוב מוצא,לא ידוע,0,598187,עתידי/לא ידוע,5,0,5,14,1,0,12,4,19,22,3,0,0,15,22,4126.901498,598186.6761,10,16.71718946,
2380,134,הרצליה,מגורים,3697,359533,מגורים,1,0,0,14,4,2,7,4,14,18,0,1,0,16,18,3003.849791,359532.7333,10,27.81387916,6400
2381,1809,קרית ביאליק,שטח פתוח,0,456783,פנאי/טבע/ספורט,3,0,2,80,0,12,67,3,82,64,4,1,0,54,64,3026.497083,456783.3368,29,63.48742973,9500
2382,1016,רמת השרון,שטח פתוח,0,722648,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4363.153755,722647.8969,0,0,2650
2383,2388,באר שבע,תעשיה,0,546789,תעשיה/מסחר/מתקנים,4,0,1,21,2,2,19,1,22,22,0,0,1,18,22,3429.588754,546788.9004,12,21.94631236,9000
2384,634,כפר סבא,מגורים,1838,278056,מגורים,1,0,2,31,8,7,19,7,33,38,4,0,0,28,38,2637.630515,278056.4223,23,82.71702488,6900
2385,1276,ירושלים,מגורים,1863,251815,מגורים,1,0,3,41,13,6,29,7,44,54,4,0,0,38,54,3314.788863,251814.9586,32,127.0774389,3000
2386,227,אור יהודה,מגורים,3330,226524,מגורים,1,0,0,7,5,3,2,2,7,9,1,0,0,8,9,1947.687953,226523.5175,7,30.90186872,2400
2387,1918,נצרת,מגורים,9176,5134038,מגורים,1,0,2,30,1,10,22,0,32,23,0,1,0,19,23,12432.79389,5134037.856,10,1.947784625,7300
2388,869,טירה,מגורים,2053,696173,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3734.500018,696173.21,0,0,2720
2389,2225,אום אל-פחם,מגורים,10914,243043,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2295.286154,243042.9881,0,0,2710
2390,1511,א זעים,לא ידוע,0,1230780,עתידי/לא ידוע,5,0,1,10,1,0,10,1,11,14,2,2,0,9,14,4790.61727,1230779.945,7,5.687450489,
2391,462,באר יעקב,מגורים,5225,2611850,מגורים,1,0,4,9,2,2,7,3,13,14,2,0,1,8,14,7141.3796,2611849.871,7,2.680092787,2530
2392,1113,ירושלים,מגורים,2172,326431,מגורים,1,0,4,28,0,10,22,0,32,28,2,0,2,22,28,2613.698948,326430.9597,15,45.95152375,3000
2393,64,תל אביב - יפו,מגורים,2446,268472,מגורים,1,0,3,10,2,0,11,2,13,23,7,0,0,7,23,2115.958358,268471.5684,11,40.97268126,5000
2394,2460,נאות חובב,תעשיה,0,23157666,תעשיה/מסחר/מתקנים,4,1,1,3,1,2,3,0,5,5,1,0,0,2,5,20567.01494,23157665.81,3,0.129546735,1770
2395,706,נתניה,מתחם ציבורי,0,550015,מוסדי/ציבורי,2,0,0,27,2,6,18,3,27,38,7,0,1,27,38,2991.863921,550014.7525,20,36.36266102,7400
2396,2078,כרמיאל,מגורים,2044,246560,מגורים,1,0,1,19,11,6,11,3,20,16,2,0,0,13,16,2989.273343,246560.3434,13,52.72542948,1139
2397,1348,אל-ג'נאין,לא ידוע,0,491974,עתידי/לא ידוע,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3113.890587,491974.2374,0,0,
2398,299,בת ים,מגורים,4342,734466,מגורים,1,0,4,20,9,6,13,4,24,32,4,1,1,23,32,4377.869983,734465.6026,21,28.59221715,6200
2399,1990,עכו,תעשיה ומלאכה,0,1013504,תעשיה/מסחר/מתקנים,4,0,1,49,1,6,39,4,50,46,2,1,0,38,46,4223.31937,1013503.705,19,18.7468481,7600
2400,941,בסיס חיל האוויר תל נוף,בסיס צבאי,0,12947797,מוסדי/ציבורי,2,0,2,13,0,4,9,2,15,14,1,0,0,13,14,15142.07129,12947796.95,7,0.540632513,
2401,1592,אלקנה שערי תקווה עץ אפרים,מגורים,12115,8391035,מגורים,1,2,6,55,6,17,44,2,63,69,8,2,0,48,69,19733.66169,8391034.894,36,4.290293206,
2402,2553,מכחול דריג'את כחלה,מגורים,2330,64192464,מגורים,1,0,7,19,0,11,15,0,26,16,1,1,0,10,16,46180.71691,64192464.24,8,0.12462522,
2403,559,ראשון לציון,שטח פתוח,0,1875968,פנאי/טבע/ספורט,3,0,3,25,1,5,21,2,28,34,4,1,1,21,34,5753.326247,1875968.328,16,8.528928639,8300
2404,2171,טבריה,שטח פתוח,0,588058,פנאי/טבע/ספורט,3,0,0,1,0,0,1,0,1,2,1,0,0,1,2,3459.236344,588057.9025,1,1.700512816,6700
2405,1185,בית זית,מגורים,1679,2275494,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7604.073012,2275494.075,0,0,
2406,136,הרצליה,מגורים,6017,369860,מגורים,1,0,7,62,24,8,40,19,69,89,10,1,0,65,89,2512.235237,369860.2843,54,146.0010774,6400
2407,1827,קרית אתא,מוסדות ציבור,0,832999,מוסדי/ציבורי,2,0,1,23,0,4,18,2,24,16,0,0,0,16,16,4287.573594,832998.8611,6,7.202891,6800
2408,778,אשדוד,מגורים,10963,451746,מגורים,1,0,6,106,15,13,75,22,112,125,11,1,3,97,125,2720.138662,451745.8332,67,148.3134875,70
2409,2406,באר שבע,שטח פתוח,0,9890363,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14634.88011,9890362.587,0,0,9000
2410,1420,צומת הרטוב,תעשיה,0,874938,תעשיה/מסחר/מתקנים,4,0,3,10,1,2,10,0,13,15,0,2,1,10,15,8164.813631,874937.8226,8,9.14350688,
2411,1038,תל אביב - יפו,מתחם ציבורי,237,220152,מוסדי/ציבורי,2,4,7,41,6,4,42,5,52,68,18,2,3,29,68,2487.514887,220151.8864,38,172.6081053,5000
2412,245,בני ברק,מגורים,9208,220629,מגורים,1,0,4,59,25,30,24,9,63,59,8,0,7,28,59,2276.129062,220628.5633,41,185.8326927,6100
2413,1664,חגי,מגורים,635,7423254,מגורים,1,5,5,21,1,12,18,1,31,17,0,1,0,7,17,21245.94563,7423254.26,9,1.212406269,
2414,887,נווה ירק,מגורים,1321,8186787,מגורים,1,1,3,44,0,5,33,8,48,55,7,3,1,38,55,19174.92143,8186787.215,29,3.542293117,
2415,2243,כפר קרע,מגורים,8039,4411871,מגורים,1,0,1,3,0,0,3,1,4,3,1,0,0,2,3,9977.953962,4411870.775,2,0.453322434,654
2416,1513,אבו דיס,לא ידוע,0,6195314,עתידי/לא ידוע,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12496.47344,6195314.25,0,0,
2417,464,באר יעקב,מגורים,10449,1860760,מגורים,1,1,2,27,5,7,21,2,30,32,1,1,0,25,32,6888.508337,1860760.19,17,9.136051003,2530
2418,1131,ירושלים,מגורים,3936,506115,מגורים,1,0,0,8,2,1,7,0,8,11,2,1,0,6,11,4812.311012,506115.1448,7,13.83084476,3000
2419,82,תל אביב - יפו,מגורים+ שטח פתוח,499,448580,מגורים,1,0,2,7,2,5,3,0,9,14,2,0,1,4,14,3749.266699,448579.8,8,17.83406208,5000
2420,1773,טירת כרמל,תעשיה,0,1618833,תעשיה/מסחר/מתקנים,4,0,4,50,1,8,42,3,54,42,1,2,0,33,42,5898.815765,1618832.923,20,12.35457947,2100
2421,2478,קרית גת,מגורים,2469,431130,מגורים,1,0,1,3,1,1,3,0,4,3,0,0,0,3,3,3348.352691,431129.946,2,4.638972584,2630
2422,724,ראש העין,מגורים,4233,690629,מגורים,1,0,4,16,11,5,9,6,20,24,2,0,0,16,24,4227.770675,690629.2447,17,24.61523333,2640
2423,2080,כרמיאל,מגורים,4977,919949,מגורים,1,0,1,16,7,3,10,2,17,18,1,0,0,17,18,5228.154054,919948.7592,12,13.04420478,1139
2424,1366,א-טירה מרכז,לא ידוע,0,1358406,עתידי/לא ידוע,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4667.509789,1358405.681,0,0,
2425,317,חולון,מגורים,6717,656829,מגורים,1,0,4,93,14,12,64,20,97,127,11,1,2,95,127,3443.196221,656829.1777,63,95.91534928,6600
2426,1992,שבי ציון רגבה לוחמי הגיטאות נס עמים,מגורים,3324,13100809,מגורים,1,0,0,135,1,31,95,9,135,98,4,3,1,79,98,19077.85444,13100808.78,46,3.511233603,
2427,959,שטח ללא שיפוט,שטח פתוח,0,1151851,פנאי/טבע/ספורט,3,0,5,56,0,8,44,9,61,71,16,3,3,43,71,4931.087076,1151851.397,34,29.51769655,
2428,1610,רואבי,לא ידוע,0,3791772,עתידי/לא ידוע,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7939.857816,3791772.447,0,0,
2429,2315,עמיר שדה נחמיה כפר בלום שמיר להבות הבשן נאות מרדכי גונן,מגורים,5327,106296188,מגורים,1,1,7,121,0,24,98,7,129,99,4,5,2,79,99,61202.26665,106296188.1,52,0.489199104,
2430,561,ראשון לציון,מגורים,8866,789515,מגורים,1,0,1,48,5,11,35,3,49,45,3,0,1,35,45,3723.715615,789514.5056,24,30.39842819,8300
2431,1203,ירושלים,שטח פתוח,0,1197759,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5921.112937,1197758.716,0,0,3000
2432,2575,בסיס חיל האוויר צור,בסיס צבאי,0,9574748,מוסדי/ציבורי,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13798.96519,9574748.48,0,0,
2433,154,כפר שמריהו,מגורים,1890,1506255,מגורים,1,0,1,21,2,2,14,6,22,29,4,0,0,23,29,5180.122512,1506254.98,15,9.958473302,267
2434,1845,החותרים מגדים,מגורים,2138,7711528,מגורים,1,6,7,29,7,8,28,6,42,32,0,1,0,26,32,17196.1644,7711527.507,11,1.426435941,
2435,796,גדרה,מגורים,7412,1170609,מגורים,1,1,0,5,3,2,4,0,6,5,0,0,0,5,5,4746.929527,1170609.399,3,2.562767736,2550
2436,2408,באר שבע,מגורים,2219,345749,מגורים,1,1,1,41,3,3,38,2,43,46,2,0,0,34,46,3392.214875,345748.8654,22,63.62999911,9000
2437,1438,שמורת טבע נחל דולב,שמורת טבע,0,409002,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2906.30892,409002.3432,0,0,
2438,389,רעננה,מגורים,3640,493317,מגורים,1,1,0,2,0,0,1,2,3,3,0,0,0,3,3,2879.973149,493316.7402,2,4.054190415,8700
2439,1040,תל אביב - יפו,תעשיה+מגורים,8455,555281,מגורים,1,2,14,91,27,10,81,14,107,155,38,2,7,79,155,3125.279322,555280.6241,88,158.4784273,5000
2440,7,תל אביב - יפו,מכללה אקדמאית,0,324383,מוסדי/ציבורי,2,0,0,6,1,0,4,2,6,8,1,0,0,6,8,2650.204507,324383.1496,4,12.33109674,5000
2441,1682,חיפה,מגורים,3567,213937,מגורים,1,0,5,30,7,6,25,4,35,36,3,0,0,31,36,2282.78288,213936.9878,22,102.8340178,4000
2442,889,אלישמע,מגורים,1200,2724393,מגורים,1,0,3,16,0,1,17,1,19,19,4,1,0,12,19,7808.612251,2724392.705,10,3.67054279,
2443,2261,פרדס חנה-כרכור,מגורים,11114,3232048,מגורים,1,0,7,51,8,15,38,5,58,68,3,1,2,54,68,8842.768464,3232047.758,37,11.44785064,
2444,1531,בית ג'אלא,לא ידוע,0,2152519,עתידי/לא ידוע,5,1,0,17,0,6,11,1,18,23,0,0,0,15,23,7145.028236,2152519.275,8,3.716575313,
2445,482,לוד,מגורים,3591,242182,מגורים,1,0,1,6,2,2,3,2,7,11,1,0,2,7,11,2488.288055,242182.1779,6,24.77473798,7000
2446,1149,ירושלים,מגורים,14692,371528,מגורים,1,0,4,21,19,8,10,7,25,30,2,0,1,15,30,4242.270805,371528.3832,24,64.59802557,3000
2447,100,תל אביב - יפו,מגורים,2313,202804,מגורים,1,0,2,27,10,1,19,4,29,36,3,1,1,20,36,1973.678159,202804.2645,24,118.3407068,5000
2448,1791,קרית ים,מגורים,2336,244389,מגורים,1,0,1,3,1,1,2,1,4,4,0,0,0,4,4,2357.016529,244389.2289,3,12.27550009,9600
2449,2480,אשקלון,מגורים,8346,357607,מגורים,1,0,0,8,1,4,4,0,8,10,1,0,0,9,10,2803.407069,357606.8592,5,13.98183472,7100
2450,742,מודיעין-מכבים-רעות*,מגורים,5033,352983,מגורים,1,0,0,6,0,1,4,1,6,8,1,0,0,7,8,3075.964936,352982.9437,4,11.3319923,1200
2451,2098,כאוכב אבו אל-היג'א יודפת שכניה מנוף מורשת קורנית,מגורים,8441,34268119,מגורים,1,0,7,222,0,50,166,13,229,152,3,4,1,118,152,40237.80071,34268118.92,74,2.159441555,
2452,1368,ביתוניא צפון,לא ידוע,0,6408019,עתידי/לא ידוע,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13586.21685,6408018.737,0,0,
2453,335,חולון,מגורים,1324,267426,מגורים,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,2219.692106,267425.9738,1,3.73935256,6600
2454,2010,פסוטה אלקוש נטועה מתת אבירים,מגורים,4154,45645619,מגורים,1,1,7,29,0,9,25,3,37,36,11,2,0,17,36,44108.84276,45645618.78,21,0.46006606,
2455,961,פארק אריאל שרון,שטח פתוח,0,1747334,פנאי/טבע/ספורט,3,0,1,2,0,0,2,0,3,6,1,1,1,3,6,5952.028762,1747333.674,3,1.716901611,
2456,1628,"ביה""ח אל-אהלי",לא ידוע,0,5664350,עתידי/לא ידוע,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12895.65955,5664349.81,0,0,
2457,2333,מרחביה (קיבוץ) מרחביה (מושב) סולם,מגורים,4461,17808220,מגורים,1,3,3,12,1,4,12,2,18,16,0,1,0,9,16,23567.16434,17808219.65,8,0.449230757,
2458,579,רחובות,מגורים,7926,468797,מגורים,1,0,0,11,1,3,8,0,11,9,1,0,0,8,9,2786.267318,468797.1168,5,10.66559461,8400
2459,1221,ירושלים,שטח פתוח,0,814998,פנאי/טבע/ספורט,3,0,8,53,1,17,38,5,61,50,1,0,0,31,50,5288.666972,814998.441,23,28.22091288,3000
2460,2577,מפעלי צומת מלאכי,תעשיה,0,1332767,תעשיה/מסחר/מתקנים,4,2,4,62,4,11,47,9,68,68,4,6,0,50,68,5550.914369,1332767.27,33,24.76051202,
2461,172,רמת השרון,תעשיה,0,411266,תעשיה/מסחר/מתקנים,4,0,1,5,0,0,6,0,6,7,2,1,0,3,7,3016.272426,411266.4361,5,12.15756882,2650
