OBJECTID,ID,ישוב,שימוש עיקרי,אוכלוסיה ב-2018,שטח מטר רבוע,סוג אזור,USETYPECOD,הרוגים,פצועים קשה,פצועים קל,הולכי רגל שנפגעו,נפגעים בגילאי 0-19,נפגעים בגילאי 20-64,נפגעים בגילאי 65 ומעלה,סהכ נפגעים,סהכ נהגים מעורבים,אופנועים,משאיות מעל 3.5 טון,אופניים,רכבים פרטיים,סהכ כלי רכב מעורבים,Shape_Length,Shape_Area,סהכ תאונות,תאונות לקילומטר רבוע,CITYCODE
163,1811,כפר ביאליק,מגורים,844,830205,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5398.028066,830205.3761,0,0,
164,1018,אור יהודה,בסיס צבאי,0,557641,מוסדי/ציבורי,2,2,1,25,2,3,18,5,28,37,6,2,2,25,37,3590.69325,557641.2705,17,30.48554851,2400
165,2390,באר שבע,תעשיה,0,972637,תעשיה/מסחר/מתקנים,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4044.812187,972637.1784,0,0,9000
166,636,כפר סבא,מגורים,3494,256794,מגורים,1,1,3,37,3,1,31,8,41,48,6,2,0,33,48,2144.690655,256793.971,23,89.56596572,6900
167,1278,ירושלים,מגורים,5559,486727,מגורים,1,0,4,48,20,11,32,7,52,66,14,0,1,44,66,3136.923519,486727.161,42,86.29064365,3000
168,229,אור יהודה,מגורים,1322,227806,מגורים,1,0,0,3,1,0,3,0,3,7,0,0,0,7,7,1979.667843,227805.5822,3,13.16912418,2400
169,1904,מגדל העמק,מגורים,6093,1049392,מגורים,1,0,1,7,6,4,2,2,8,9,0,0,1,8,9,5692.787624,1049391.535,7,6.670532178,874
170,871,טירה,מגורים,2224,664004,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3927.368447,664003.8465,0,0,2720
171,2227,אום אל-פחם,מגורים,2085,5127306,מגורים,1,2,2,116,1,27,91,2,120,99,3,3,1,77,99,15995.77657,5127306.219,50,9.751709352,2710
172,1497,גבעות,מגורים,0,2405740,מגורים,1,0,0,2,0,0,2,0,2,4,0,0,0,3,4,6731.027128,2405739.604,2,0.83134517,
173,448,פתח תקווה,מגורים,4931,281115,מגורים,1,0,2,18,3,6,12,2,20,21,2,0,1,15,21,2440.632649,281115.1172,11,39.12987714,7900
174,1115,ירושלים,מגורים,6803,282951,מגורים,1,1,7,74,28,21,47,13,82,85,10,1,0,46,85,2266.307198,282950.537,51,180.2435172,3000
175,66,תל אביב - יפו,מגורים,3494,341046,מגורים,1,3,12,112,41,10,85,21,127,144,41,2,7,56,144,2489.946334,341045.5779,85,249.2335497,5000
176,2462,ירוחם,מגורים,9975,56127625,מגורים,1,0,2,35,1,5,23,7,37,27,0,0,0,24,27,35567.28003,56127625.45,15,0.267248078,831
177,2064,פארק תעשיות בר לב,תעשיה,0,4852582,תעשיה/מסחר/מתקנים,4,1,1,34,0,7,26,3,36,18,1,1,0,16,18,13404.96903,4852582.163,10,2.060758513,
178,1350,א-שרפה מערב,לא ידוע,0,480118,עתידי/לא ידוע,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3143.409579,480118.3824,0,0,
179,301,בת ים,מגורים,8400,323976,מגורים,1,0,2,33,18,6,23,6,35,53,7,1,2,38,53,2681.334684,323975.9525,32,98.77276307,6200
180,1976,עין המפרץ,מגורים,1238,1020751,מגורים,1,0,0,6,0,0,5,1,6,11,1,2,0,5,11,4610.029006,1020750.505,3,2.939013975,
181,943,בית אלעזרי,מגורים,1563,5041479,מגורים,1,4,1,15,2,2,13,5,20,13,0,0,0,10,13,10091.46521,5041478.898,8,1.586835959,
182,1594,בידיה,לא ידוע,0,25204345,עתידי/לא ידוע,5,4,2,7,1,2,11,0,13,13,3,0,0,8,13,23903.97136,25204345.37,6,0.238054189,
183,2555,נבטים,מגורים,979,7565154,מגורים,1,2,1,7,0,3,6,0,10,6,0,0,0,5,6,13444.49305,7565154.449,3,0.396555023,
184,545,ראשון לציון,מגורים,1518,300125,מגורים,1,0,0,7,1,0,6,1,7,6,2,0,0,2,6,2251.074334,300125.3697,4,13.32776367,8300
185,2173,טבריה,מגורים,8071,680850,מגורים,1,0,6,41,9,8,26,12,47,34,2,1,1,24,34,3806.931453,680850.1822,21,30.84378994,6700
186,1187,ירושלים,מגורים,4174,212103,מגורים,1,0,0,2,2,2,0,0,2,2,0,0,0,2,2,2577.883526,212102.965,2,9.429382566,3000
187,138,הרצליה,מגורים,3988,242583,מגורים,1,0,0,17,11,5,5,6,17,19,1,0,0,14,19,2454.327759,242583.0271,15,61.83449923,6400
188,1829,קרית אתא,שטח פתוח,0,319694,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2587.286952,319694.1158,0,0,6800
189,780,אשדוד,מגורים,3235,296332,מגורים,1,0,1,14,3,5,7,3,15,13,0,0,0,9,13,2582.503899,296332.4113,8,26.99670942,70
190,2392,באר שבע,תעשיה,0,1213129,תעשיה/מסחר/מתקנים,4,0,3,18,1,5,15,1,21,17,0,0,1,11,17,4535.37816,1213128.999,9,7.418831802,9000
191,1422,אשתאול מסילת ציון,מגורים,2501,9062938,מגורים,1,2,4,16,0,3,18,1,22,24,5,2,0,13,24,14964.82717,9062937.702,10,1.103394984,
192,1024,"תע""ש רמת השרון",תעשיה,0,1109646,תעשיה/מסחר/מתקנים,4,1,2,3,0,1,3,2,6,7,2,0,1,2,7,6926.3681,1109645.801,5,4.505942343,
193,247,בני ברק,מגורים,16069,372791,מגורים,1,1,5,85,20,18,67,5,91,126,18,8,0,78,126,2938.369944,372790.9885,66,177.0429062,6100
194,1666,יטא,לא ידוע,0,132961693,עתידי/לא ידוע,5,3,4,37,3,10,32,2,44,33,1,1,0,20,33,59714.41936,132961692.8,19,0.142898301,
195,873,תל מונד,מגורים,6431,1385515,מגורים,1,0,4,13,2,3,6,8,17,23,2,2,1,15,23,5714.025063,1385514.581,12,8.661042017,154
196,2245,חריש,מגורים,3785,1645161,מגורים,1,1,3,21,1,4,21,0,25,13,1,2,0,9,13,6872.023096,1645160.648,9,5.470590371,1247
197,1515,ג'והזם,לא ידוע,0,24787083,עתידי/לא ידוע,5,0,1,42,0,10,31,2,43,32,0,0,0,22,32,24109.79862,24787083.03,15,0.605153901,
198,466,באר יעקב,בית חולים,0,899550,מוסדי/ציבורי,2,0,1,3,0,0,3,1,4,3,0,0,0,3,3,5023.145811,899550.0834,1,1.111666841,2530
199,1133,ירושלים,מגורים,6003,361772,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2868.060028,361772.4467,0,0,3000
200,84,תל אביב - יפו,מגורים,3620,583852,מגורים,1,3,13,125,28,48,79,12,141,177,43,1,8,108,177,3591.711508,583852.3199,96,164.425141,5000
201,1775,חיפה,מגורים,2318,215660,מגורים,1,1,1,21,1,0,21,2,23,24,1,0,1,16,24,2094.999864,215660.1281,13,60.28003468,4000
202,2464,קרית גת,מגורים,3526,398615,מגורים,1,0,2,7,1,1,8,0,9,9,1,0,1,7,9,2765.620963,398615.357,5,12.5434204,2630
203,726,שוהם,מגורים,6620,605602,מגורים,1,0,0,16,1,3,12,1,16,19,1,0,0,17,19,3435.596605,605602.4509,10,16.51248271,1304
204,2082,כרמיאל,תעשיה,0,4810871,תעשיה/מסחר/מתקנים,4,0,0,39,0,11,26,2,39,31,0,1,0,25,31,11558.75292,4810871.24,15,3.117938363,1139
205,1352,"ביה""ס פרינדז",לא ידוע,0,251093,עתידי/לא ידוע,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2277.485202,251092.7404,0,0,
206,319,חולון,מגורים,9074,477604,מגורים,1,0,2,63,22,18,38,9,65,89,10,1,2,61,89,2776.149876,477603.7738,50,104.68929,6600
207,1994,נהריה,מגורים,6896,818963,מגורים,1,1,15,82,39,18,56,24,98,133,14,3,7,80,133,4334.009755,818962.517,80,97.68456839,9100
208,945,עיינות,מוסדי,390,6327427,מוסדי/ציבורי,2,1,0,30,0,6,23,2,31,31,0,4,0,23,31,14135.60263,6327426.557,15,2.37063202,
209,1612,גני מודיעין,שטח פתוח,0,46724622,פנאי/טבע/ספורט,3,1,8,122,2,26,97,8,131,114,4,3,0,82,114,35328.94867,46724622.03,55,1.177109575,
210,2317,אלי-עד חספין אבני איתן גשור נוב רמת מגשימים,מגורים,5088,78687774,מגורים,1,2,4,15,1,6,11,4,21,14,1,0,0,10,14,44413.58312,78687774.41,9,0.11437609,
211,563,ראשון לציון,שטח פתוח,0,295401,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150.433985,295401.17,0,0,8300
212,1205,הר שלמון מזרח,שטח פתוח,0,5391754,פנאי/טבע/ספורט,3,1,9,21,0,7,23,1,31,29,10,0,0,17,29,12100.6155,5391753.506,15,2.782026289,
213,2561,קצר א-סר,מגורים,2302,51158563,מגורים,1,2,4,8,0,3,9,2,14,13,0,1,0,11,13,40928.60388,51158563.36,7,0.136829487,
214,156,גליל ים,מגורים,521,1028964,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4486.687665,1028963.841,0,0,
215,1847,עספיא,מגורים,6242,13127017,מגורים,1,0,7,30,2,11,21,5,37,25,3,1,0,18,25,21180.16612,13127017.01,14,1.06650277,
216,798,גדרה,מגורים,4381,736059,מגורים,1,0,0,4,2,3,1,0,4,6,0,0,0,4,6,4310.55909,736059.1523,3,4.075759388,2550
217,2410,באר שבע,מגורים,2409,303060,מגורים,1,0,0,22,0,4,18,0,22,18,1,0,0,17,18,2455.316703,303059.9309,8,26.39741907,9000
218,1424,זנוח,מגורים,505,609473,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3887.058686,609472.9706,0,0,
219,391,רעננה,מגורים,3707,320770,מגורים,1,0,1,1,2,0,0,2,2,2,0,0,0,2,2,2340.46929,320769.7713,2,6.235001484,8700
220,1042,קלנסווה,מגורים,6153,778976,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4750.174101,778975.6818,0,0,638
221,249,בני ברק,מגורים+ בית חולים,13800,536527,מגורים,1,0,5,70,47,32,39,4,75,85,9,1,3,53,85,3617.982236,536526.5131,59,109.9666066,6100
222,1684,חיפה,מגורים,766,254325,מגורים,1,0,3,42,4,8,34,3,45,45,1,1,2,31,45,3381.925976,254324.8023,24,94.36751661,4000
223,891,נווה ימין,מגורים,1189,4026973,מגורים,1,3,12,46,1,7,44,9,61,48,3,4,0,29,48,9977.199207,4026973.134,23,5.711485831,
224,2263,משמרות,מגורים,979,3178799,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11528.00604,3178799.354,0,0,
225,1533,בית ג'אלא,שטח פתוח,0,3935617,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10968.47331,3935617.101,0,0,
226,484,לוד,מגורים,7220,597005,מגורים,1,0,7,40,24,14,23,8,47,44,2,1,1,35,44,3577.8177,597004.5788,31,51.9258999,7000
227,1151,ירושלים,מגורים,3822,417264,מגורים,1,0,7,26,11,2,23,8,33,40,6,0,0,21,40,4066.78055,417264.2748,26,62.31063039,3000
228,102,תל אביב - יפו,שטח פתוח,0,407903,פנאי/טבע/ספורט,3,0,1,9,1,0,8,2,10,11,3,0,0,5,11,2647.284623,407902.8537,7,17.16094883,5000
229,1777,חיפה,מגורים,4703,790378,מגורים,1,0,0,10,3,3,7,0,10,16,2,0,0,12,16,3634.184628,790377.6394,8,10.12174384,4000
230,2482,אשקלון,מגורים,5354,973668,מגורים,1,0,4,20,15,6,13,3,24,24,2,0,1,18,24,4439.049496,973668.4672,19,19.51382903,7100
231,728,שוהם,מגורים,4193,1194743,מגורים,1,0,2,3,5,1,3,1,5,5,0,0,0,3,5,6271.118325,1194742.767,5,4.185001273,1304
232,2100,סח'נין,מגורים,4740,833235,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4242.580534,833234.6697,0,0,7500
233,1370,ביתוניא דרום,לא ידוע,0,2861795,עתידי/לא ידוע,5,0,1,6,0,1,6,0,7,4,0,0,0,2,4,8106.533311,2861794.831,3,1.048293179,
234,321,חולון,מגורים,5897,276015,מגורים,1,1,1,29,7,10,16,5,31,36,9,0,0,23,36,2207.989582,276014.7074,22,79.70589758,6600
235,2012,נווה זיו,מגורים,962,1002941,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4423.846232,1002940.814,0,0,
236,963,פתח תקווה,מגורים,4827,530467,מגורים,1,0,5,38,7,4,32,7,43,53,4,0,2,36,53,3706.358506,530466.5231,29,54.66885984,7900
237,1630,ואדי אל-הרייה,לא ידוע,0,1401710,עתידי/לא ידוע,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4725.906,1401709.762,0,0,
238,2335,חיפה,תעשיה,0,412382,תעשיה/מסחר/מתקנים,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2572.003613,412382.2827,0,0,4000
239,581,רחובות,בית עלמין,0,882277,מוסדי/ציבורי,2,0,2,12,1,4,9,1,14,12,0,2,1,9,12,3785.722519,882276.748,6,6.800587246,8400
240,1223,ירושלים,מגורים,2858,391850,מגורים,1,0,2,5,1,1,5,1,7,9,1,0,0,6,9,2596.390234,391849.7223,5,12.75999373,3000
241,2579,כפר ורבורג משואות יצחק עין צורים שפיר זרחיה מרכז שפירא,מגורים,6556,46224259,מגורים,1,2,18,98,1,13,91,14,118,100,2,3,0,76,100,34301.56352,46224258.66,49,1.060049451,
242,174,רמת השרון,מגורים,3943,412635,מגורים,1,0,0,4,3,2,1,1,4,5,1,0,0,4,5,2850.581883,412634.5487,4,9.693807785,2650
243,1849,דאלית אל-כרמל,מגורים,4221,30790220,מגורים,1,2,10,26,1,7,30,1,38,27,1,1,0,17,27,37233.49117,30790219.69,16,0.519645529,
244,800,יבנה,בסיס צבאי,0,1280782,מוסדי/ציבורי,2,0,2,27,1,5,23,1,29,26,2,3,0,19,26,5291.799011,1280782.072,13,10.15004838,2660
245,2428,באר שבע,מגורים,16516,879341,מגורים,1,0,6,39,18,11,27,7,45,46,1,0,0,38,46,3985.771163,879341.0529,31,35.2536708,9000
246,1442,מבוא חורון,מגורים,2650,3265710,מגורים,1,0,0,1,0,0,1,0,1,2,0,0,0,1,2,7949.479692,3265710.342,1,0.306212093,
247,393,רעננה,מגורים,3248,201221,מגורים,1,0,0,15,4,1,10,3,15,18,0,0,0,15,18,1825.149034,201221.1902,11,54.6662108,8700
248,1060,ירושלים,מגורים,7011,626198,מגורים,1,1,4,67,5,13,53,5,72,80,3,2,0,62,80,3848.236683,626197.7525,40,63.87758474,3000
249,11,תל אביב - יפו,מגורים,4872,271770,מגורים,1,0,0,3,1,0,3,0,3,5,2,0,0,2,5,2136.251432,271770.2892,3,11.03873425,5000
250,1702,חיפה,מגורים,5081,287673,מגורים,1,0,0,15,7,2,12,1,15,13,0,0,0,12,13,3770.338755,287673.1249,10,34.76167614,4000
251,653,כפר יונה,בסיס צבאי,0,3662958,מוסדי/ציבורי,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11537.22095,3662957.719,0,0,168
252,2265,בנימינה-גבעת עדה*,מגורים,4138,4671905,מגורים,1,0,0,21,2,6,14,1,21,22,3,1,0,15,22,10667.16058,4671904.947,12,2.568545408,
253,1295,מעלה אדומים,מגורים,4684,957812,מגורים,1,0,1,14,10,13,2,0,15,10,1,0,0,7,10,4607.694295,957812.4806,9,9.396411284,
254,502,נס ציונה,שטח פתוח,0,2727953,פנאי/טבע/ספורט,3,1,0,1,0,0,2,0,2,3,0,1,0,2,3,9792.321374,2727953.29,1,0.366575192,7200
255,1921,נוף הגליל,מגורים,12248,3417122,מגורים,1,6,3,45,1,13,36,5,54,52,6,1,0,36,52,9141.682258,3417122.088,26,7.608741898,1061
256,104,תל אביב - יפו,מגורים,4964,449374,מגורים,1,3,17,53,7,4,57,11,73,111,40,1,3,53,111,3230.549793,449373.8741,59,131.2937921,5000
257,1539,סעיר,לא ידוע,0,60192644,עתידי/לא ידוע,5,5,4,49,2,13,45,0,58,45,1,4,0,17,45,42646.35364,60192643.54,20,0.332266517,
258,2500,אשקלון,מגורים,3897,269580,מגורים,1,0,4,64,1,14,49,5,68,65,2,1,0,52,65,2156.257018,269580.1366,30,111.2841635,7100
259,746,מודיעין-מכבים-רעות*,שטח פתוח,0,6951388,פנאי/טבע/ספורט,3,0,0,7,1,2,4,1,7,7,0,1,0,6,7,13428.66207,6951388.476,4,0.57542461,1200
260,2118,צפת,מגורים,3988,6323424,מגורים,1,0,0,3,0,0,3,0,3,3,0,0,0,3,3,14368.31349,6323424.142,2,0.316284335,8000
261,1388,בית שמש,פנאי ונופש,0,380009,פנאי/טבע/ספורט,3,0,0,3,2,0,2,1,3,2,0,0,0,2,2,3739.486862,380009.0819,2,5.26303211,2610
262,339,חולון,מגורים,9361,509217,מגורים,1,0,1,19,7,1,17,2,20,24,5,0,0,17,24,3862.439291,509216.9673,16,31.42079119,6600
263,2030,ירכא,מגורים,180,5278376,מגורים,1,0,2,8,0,1,9,0,10,7,0,0,0,7,7,14383.58053,5278376.395,6,1.136713177,502
264,981,קדימה-צורן,מגורים,4065,4420594,מגורים,1,1,3,28,5,7,19,6,32,32,3,0,1,25,32,11515.03989,4420594.192,18,4.0718508,
265,1632,העירייה,לא ידוע,0,619408,עתידי/לא ידוע,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3628.129446,619408.2413,0,0,
266,2337,חיפה,תעשיה,0,236340,תעשיה/מסחר/מתקנים,4,0,0,19,0,1,17,1,19,15,1,0,0,13,15,2779.830364,236340.46,6,25.38710468,4000
267,599,רחובות,מגורים+ שטח פתוח,742,782190,מגורים,1,0,0,8,0,2,5,1,8,6,0,0,0,5,6,4458.989863,782190.0771,3,3.835384886,8400
268,1225,ירושלים,מגורים,1781,227573,מגורים,1,0,0,3,0,1,0,2,3,4,1,0,0,2,4,2497.696993,227573.4144,2,8.788372777,3000
269,2597,ניצנה (קהילת חינוך) באר מילכה ניצני סיני כמהין,מגורים+מוסדי,937,547945445,מגורים,1,0,1,0,0,0,0,0,1,2,0,0,1,0,2,96592.4063,547945445.1,1,0.001824999,
270,176,רמת השרון,מגורים,5028,776949,מגורים,1,0,2,16,8,2,6,9,18,24,2,0,1,20,24,5168.579224,776949.3175,15,19.30627862,2650
271,1867,זכרון יעקב,מגורים,8479,19971960,מגורים,1,0,1,11,1,3,8,1,12,17,0,0,0,16,17,23705.82039,19971960.16,9,0.450631782,9300
272,818,יציץ,מגורים,821,2658199,מגורים,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7204.737013,2658198.805,0,0,
273,2190,כפר כמא,מגורים,3332,8850724,מגורים,1,0,5,12,0,4,11,2,17,15,0,1,0,13,15,12676.6693,8850724.442,8,0.903880813,508
274,1460,ביתר עילית - פארק בגין,שטח פתוח,0,517642,פנאי/טבע/ספורט,3,0,2,7,3,4,5,0,9,10,0,0,1,3,10,3620.364374,517641.7562,7,13.5228658,
275,411,פתח תקווה,תעשיה,0,2021562,תעשיה/מסחר/מתקנים,4,1,0,7,1,0,7,1,8,9,0,0,1,8,9,6205.563743,2021562.127,5,2.473334821,7900
276,1078,ירושלים,מגורים,4667,328366,מגורים,1,0,0,5,0,2,3,0,5,4,0,0,2,2,4,2917.126835,328366.1527,2,6.090761741,3000
277,29,תל אביב - יפו,מגורים,5536,329833,מגורים,1,0,9,29,15,2,28,6,38,48,4,1,3,36,48,2319.77829,329833.3903,28,84.89134462,5000
278,1704,חיפה,מגורים,512,223333,מגורים,1,0,1,15,0,1,14,1,16,20,2,0,0,16,20,2892.348896,223333.0007,9,40.29856748,4000
279,671,נתניה,מגורים,2852,270362,מגורים,1,0,0,8,5,1,4,3,8,11,0,0,0,8,11,2225.722898,270361.5478,7,25.89125583,7400
280,2283,חדרה,מגורים,3375,5307039,מגורים,1,0,3,88,1,19,64,8,91,65,1,3,0,57,65,14234.95917,5307039.039,29,5.464440677,6500
281,1297,הרחבת נופי סלע צפון,שטח פתוח,0,303680,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2230.756516,303680.2797,0,0,
282,504,ניר צבי,מגורים,1316,2504522,מגורים,1,0,0,21,1,2,18,1,21,19,1,0,0,16,19,7660.709653,2504522.301,10,3.992777383,
283,1939,ריינה,תעשיה ומלאכה,0,676354,תעשיה/מסחר/מתקנים,4,0,0,8,0,5,2,0,8,8,0,1,0,4,8,3393.486807,676353.5388,4,5.914066787,542
284,122,תל אביב - יפו,מגורים,3053,208453,מגורים,1,0,0,7,1,2,4,1,7,9,4,0,1,1,9,2101.140834,208453.216,5,23.98619746,5000
285,1557,מבוא דותן חרמש,מגורים,631,26118633,מגורים,1,0,0,3,0,0,3,0,3,2,0,0,0,0,2,25350.59314,26118632.7,1,0.038286843,
286,2518,להב סנסנה,מגורים,988,71901456,מגורים,1,3,7,44,1,14,39,1,54,40,1,7,0,23,40,66386.96262,71901456.45,18,0.250342634,
287,764,אשדוד,תעשיה,0,219987,תעשיה/מסחר/מתקנים,4,0,0,39,6,6,28,4,39,37,3,1,0,31,37,1862.260075,219987.3408,21,95.46003841,70
288,2120,צפת,מגורים,636,399980,מגורים,1,0,1,6,6,3,4,0,7,7,0,0,0,5,7,4250.35759,399979.8096,6,15.00075718,8000
289,1406,בית שמש,שטח פתוח,0,312272,פנאי/טבע/ספורט,3,1,0,4,0,0,5,0,5,3,1,0,0,1,3,2234.057361,312272.2692,2,6.404667329,2610
290,357,הוד השרון,מגורים,3416,2145228,מגורים,1,0,1,10,3,1,7,3,11,10,2,0,0,6,10,7033.229858,2145227.549,8,3.729208122,9700
291,2032,מג'ד אל-כרום,מגורים,5964,3428171,מגורים,1,0,1,50,1,16,33,2,51,25,0,0,0,22,25,18053.94083,3428170.523,13,3.792110081,
292,999,קרית אונו,שטח פתוח,0,362998,פנאי/טבע/ספורט,3,1,7,25,2,4,21,7,33,46,11,0,0,31,46,2745.943199,362997.9318,25,68.87091581,2620
293,1650,אריאל,מגורים,10355,2632701,מגורים,1,1,2,34,12,10,21,6,37,47,0,1,2,39,47,6971.357226,2632701.067,29,11.01530302,
294,2355,באר שבע,מגורים,3065,255180,מגורים,1,0,1,43,2,5,32,6,44,41,2,0,0,34,41,2026.00938,255180.4287,19,74.45712078,9000
295,601,רחובות,מגורים,7416,416100,מגורים,1,0,3,6,1,1,6,2,9,9,3,0,1,5,9,2865.915474,416100.2306,6,14.41960268,8400
296,1243,ירושלים,מגורים,2471,228909,מגורים,1,0,0,1,0,0,1,0,1,5,0,0,0,5,5,2412.808612,228908.9157,1,4.368549809,3000
297,2615,שמורת טבע מדבר יהודה,שטח פתוח,0,517730973,פנאי/טבע/ספורט,3,1,1,0,0,0,2,0,2,2,2,0,0,0,2,139682.3694,517730973.1,2,0.00386301,
298,194,רמת גן,מגורים,5940,252595,מגורים,1,0,0,22,7,2,15,4,22,33,6,0,0,20,33,2507.522,252594.6038,19,75.21934242,8600
299,1885,קרית אתא,שטח פתוח,0,502562,פנאי/טבע/ספורט,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3517.439622,502562.2069,0,0,6800
300,836,הדר עם כפר חיים משמר השרון מעברות כפר ידידיה,מגורים,3640,8605482,מגורים,1,2,0,15,0,0,13,4,17,24,1,1,2,17,24,16490.67964,8605481.562,12,1.394460021,
301,2192,שבלי - אום אל-גנם,מגורים,5995,6411903,מגורים,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,12463.33098,6411902.704,1,0.155959946,
302,1478,מבשרת ציון,מגורים,1028,311995,מגורים,1,0,0,4,2,1,1,2,4,4,1,0,0,3,4,2723.804938,311995.3599,3,9.615527619,1015
303,429,פתח תקווה,מגורים,2631,404030,מגורים,1,0,1,25,5,1,17,8,26,33,3,0,0,25,33,2598.865943,404029.7363,18,44.55117627,7900
304,1080,ירושלים,מגורים,9333,1666001,מגורים,1,0,0,12,0,0,12,0,12,11,0,0,0,9,11,6661.820516,1666000.627,5,3.00119935,3000
305,47,תל אביב - יפו,מגורים,5995,245275,מגורים,1,1,5,117,22,1,112,5,123,166,49,2,4,57,166,2015.886078,245274.801,90,366.9353706,5000
306,1722,חיפה,מגורים,3640,628484,מגורים,1,0,3,33,19,5,24,7,36,43,7,0,0,29,43,3586.07415,628483.7052,29,46.14280332,4000
307,673,נתניה,מגורים,10021,360319,מגורים,1,1,5,55,23,8,38,14,61,73,5,0,1,52,73,3253.268425,360318.6392,44,122.1141379,7400
308,2301,עכו,מגורים,4154,393418,מגורים,1,0,0,8,2,4,4,0,8,10,2,0,0,6,10,2587.981222,393417.9205,6,15.25095754,7600
